epoch,train_loss,val_loss,train_acc,val_acc,timestamp
0,2.388775853085575,2.229118814179927,0.072,0.18925,2026-06-09T20:57:54.166754
1,2.225616315409059,2.1173684040520104,0.188,0.31625,2026-06-09T20:57:55.605710
2,2.1127110574819223,2.0069339633973633,0.3221041666666667,0.4335833333333333,2026-06-09T20:57:56.705645
3,2.0012444247571355,1.8916200685423172,0.4413958333333333,0.5141666666666667,2026-06-09T20:57:57.526648
4,1.884857784948944,1.7699168065279938,0.5241458333333333,0.5734166666666667,2026-06-09T20:57:58.361487
5,1.762713260833097,1.6433173403310029,0.5794583333333333,0.6226666666666667,2026-06-09T20:57:59.184192
6,1.6362252689983416,1.515194712095408,0.6240416666666667,0.6631666666666667,2026-06-09T20:58:00.028225
7,1.5084907717672946,1.3899993540371245,0.6635416666666667,0.69525,2026-06-09T20:58:01.041714
8,1.3837542252006716,1.2718008845328905,0.6983541666666667,0.72275,2026-06-09T20:58:01.958192
9,1.2660390804893584,1.1635918397546192,0.725,0.74675,2026-06-09T20:58:02.933580
10,1.1583397686020431,1.0672128529276976,0.7485208333333333,0.7671666666666667,2026-06-09T20:58:03.962127
11,1.0624116306257159,0.9832286105012062,0.7678125,0.7845,2026-06-09T20:58:04.953547
12,0.9788426610274698,0.9111691126376688,0.7831666666666667,0.7966666666666666,2026-06-09T20:58:05.966995
13,0.907196908976192,0.8497049881275549,0.7965833333333333,0.8076666666666666,2026-06-09T20:58:06.883886
14,0.846119052265098,0.7972740561090342,0.8072916666666666,0.81675,2026-06-09T20:58:07.902763
15,0.794115722482649,0.752992745704653,0.8166458333333333,0.8233333333333334,2026-06-09T20:58:08.951201
16,0.7499726537430585,0.7160827835935403,0.8231458333333334,0.8266666666666667,2026-06-09T20:58:09.846955
17,0.7139163339469948,0.6978116490332114,0.828625,0.8220833333333334,2026-06-09T20:58:10.739770
18,0.6945285230139874,0.7561300175715846,0.8239583333333333,0.7728333333333334,2026-06-09T20:58:11.650702
19,0.7565869274424485,1.1224848223692885,0.7760625,0.6124166666666667,2026-06-09T20:58:12.583836
20,1.1179044629094532,1.845382390726183,0.6111458333333334,0.589,2026-06-09T20:58:13.440298
21,1.8602940206378207,1.4143646591805186,0.5915208333333334,0.6135833333333334,2026-06-09T20:58:14.415099
22,1.4260406536552255,0.9532261928688381,0.610625,0.6680833333333334,2026-06-09T20:58:15.304621
23,0.9547319978743659,0.7040039841690182,0.6689791666666667,0.8245,2026-06-09T20:58:16.188719
24,0.703378586371552,0.6335539761524969,0.8237916666666667,0.8479166666666667,2026-06-09T20:58:17.059305
25,0.6326907144069974,0.5943357300520533,0.8461875,0.8538333333333333,2026-06-09T20:58:18.000052
26,0.5929236113468743,0.5656220430978115,0.854375,0.8575833333333334,2026-06-09T20:58:18.859002
27,0.5648534782548886,0.5438297905699936,0.85725,0.8609166666666667,2026-06-09T20:58:19.806449
